month,year,value,parameter,value_std
Oct,2009,342710,EXPORT_4042,2.9631560386
Nov,2009,423981,EXPORT_4043,3.3513794482
Dec,2009,395189,EXPORT_4044,3.2138429541
Jan,2010,357415,EXPORT_4045,3.0334003476
Feb,2010,269930,EXPORT_4046,2.6154932836
Mar,2010,257138,EXPORT_4047,2.5543871836
Apr,2010,396484,EXPORT_4048,3.2200290391
May,2010,276519,EXPORT_4049,2.6469682753
Jun,2010,1076793,EXPORT_4050,6.469796848
Jul,2010,328076,EXPORT_4051,2.8932508894
Aug,2010,393644,EXPORT_4052,3.2064626442
Sep,2010,340026,EXPORT_4053,2.95033484
Oct,2010,413583,EXPORT_4054,3.3017092459
Nov,2010,328244,EXPORT_4055,2.8940534085
Dec,2010,273745,EXPORT_4056,2.6337171557
Jan,2011,380817,EXPORT_4057,3.1451893527
Feb,2011,1764063,EXPORT_4058,9.7528166552
Mar,2011,411117,EXPORT_4059,3.2899294114
Apr,2011,256154,EXPORT_4060,2.5496867144
May,2011,602157,EXPORT_4061,4.2025083163
Jun,2011,489210,EXPORT_4062,3.662971834
Jul,2011,747765,EXPORT_4063,4.8980631173
Aug,2011,216095,EXPORT_4064,2.3583288922
Sep,2011,232839,EXPORT_4065,2.4383132996
Oct,2011,561776,EXPORT_4066,4.0096123324
Nov,2011,710134,EXPORT_4067,4.7183036074
Dec,2011,331195,EXPORT_4068,2.9081500393
Jan,2012,429186,EXPORT_4069,3.3762432108
Feb,2012,386968,EXPORT_4070,3.1745720623
Mar,2012,249086,EXPORT_4071,2.5159235878
Apr,2012,892874,EXPORT_4072,5.5912342454
May,2012,363525,EXPORT_4073,3.0625872043
Jun,2012,380354,EXPORT_4074,3.1429776481
Jul,2012,387142,EXPORT_4075,3.1754032428
Aug,2012,508632,EXPORT_4076,3.7557487786
Sep,2012,199461,EXPORT_4077,2.2788699438
Oct,2012,275010,EXPORT_4078,2.6397599338
Nov,2012,294006,EXPORT_4079,2.7305019191
Dec,2012,372309,EXPORT_4080,3.1045474906
Jan,2013,215238,EXPORT_4081,2.3542350892
Feb,2013,344198,EXPORT_4082,2.9702640652
Mar,2013,275424,EXPORT_4083,2.6417375702
Apr,2013,367195,EXPORT_4084,3.0801184259
May,2013,349616,EXPORT_4085,2.9961453074
Jun,2013,327186,EXPORT_4086,2.8889994487
Jul,2013,199007,EXPORT_4087,2.2767012313
Aug,2013,400207,EXPORT_4088,3.2378134365
Sep,2013,265409,EXPORT_4089,2.5938969204
Oct,2013,291521,EXPORT_4090,2.7186313235
Nov,2013,411980,EXPORT_4091,3.2940518758
Dec,2013,290134,EXPORT_4092,2.7120057637
Jan,2014,307447,EXPORT_4093,2.794708227
Feb,2014,230136,EXPORT_4094,2.4254013399
Mar,2014,248033,EXPORT_4095,2.5108935125
Apr,2014,419166,EXPORT_4096,3.3283786765
May,2014,208854,EXPORT_4097,2.323739362
Jun,2014,340174,EXPORT_4098,2.9510418211
Jul,2014,392703,EXPORT_4099,3.2019675816
Aug,2014,344836,EXPORT_4100,2.9733117272
Sep,2014,726029,EXPORT_4101,4.794232427
Oct,2014,269847,EXPORT_4102,2.615096801
Nov,2014,263158,EXPORT_4103,2.5831441194
Dec,2014,360010,EXPORT_4104,3.0457964021
Jan,2015,332134,EXPORT_4105,2.9126355481
Feb,2015,172479,EXPORT_4106,2.149979638
Mar,2015,319677,EXPORT_4107,2.8531297094
Apr,2015,244787,EXPORT_4108,2.4953876963
May,2015,274190,EXPORT_4109,2.6358428761
Jun,2015,419579,EXPORT_4110,3.330351536
Jul,2015,456390,EXPORT_4111,3.5061939882
Aug,2015,247335,EXPORT_4112,2.5075592366
Sep,2015,266982,EXPORT_4113,2.6014109835
Oct,2015,167594,EXPORT_4114,2.1266444833
Nov,2015,221982,EXPORT_4115,2.3864505003
Dec,2015,252983,EXPORT_4116,2.5345391657
Jan,2016,171750,EXPORT_4117,2.1464972782
Feb,2016,197025,EXPORT_4118,2.2672334163
Mar,2016,200506,EXPORT_4119,2.2838618039
Apr,2016,211708,EXPORT_4120,2.3373726335
May,2016,224396,EXPORT_4121,2.397981936
Jun,2016,246981,EXPORT_4122,2.5058682141
Jul,2016,252583,EXPORT_4123,2.5326284058
Aug,2016,198618,EXPORT_4124,2.2748430174
Sep,2016,439112,EXPORT_4125,3.4236587165
Oct,2016,1400439,EXPORT_4126,8.0158213049
Nov,2016,306729,EXPORT_4127,2.791278413
Dec,2016,191533,EXPORT_4128,2.2409986835
Jan,2017,388893,EXPORT_4129,3.1837675941
Feb,2017,200778,EXPORT_4130,2.2851611206
Mar,2017,228264,EXPORT_4131,2.4164589838
Apr,2017,630529,EXPORT_4132,4.3380385125
May,2017,346510,EXPORT_4133,2.9813082571
Jun,2017,230312,EXPORT_4134,2.4262420742
Jul,2017,422805,EXPORT_4135,3.3457618142
Aug,2017,249751,EXPORT_4136,2.5191002261
Sep,2017,515702,EXPORT_4137,3.789521459
Oct,2017,234163,EXPORT_4138,2.4446379147
Nov,2017,276300,EXPORT_4139,2.6459221343
Dec,2017,338897,EXPORT_4140,2.9449417203
Jan,2018,379196,EXPORT_4141,3.1374459984
Feb,2018,216584,EXPORT_4142,2.3606647961
Mar,2018,834667,EXPORT_4143,5.3131852487
Apr,2018,314511,EXPORT_4144,2.828452246
May,2018,530882,EXPORT_4145,3.8620347953
Jun,2018,338759,EXPORT_4146,2.9442825081
Jul,2018,146742,EXPORT_4147,2.0270365723
Aug,2018,290058,EXPORT_4148,2.7116427194
Sep,2018,707127,EXPORT_4149,4.7039394702
Oct,2018,319701,EXPORT_4150,2.853244355
Nov,2018,279766,EXPORT_4151,2.6624788684
Dec,2018,451479,EXPORT_4152,3.4827346342
Jan,2007,482001,EXPORT_4010,2.5270719053
Feb,2007,427890,EXPORT_4011,2.0448513924
Mar,2007,483149,EXPORT_4012,2.5373025266
Apr,2007,463765,EXPORT_4013,2.3645583078
May,2007,459412,EXPORT_4014,2.3257657168
Jun,2007,476091,EXPORT_4015,2.4744038114
Jul,2007,511673,EXPORT_4016,2.7914996014
Aug,2007,520207,EXPORT_4017,2.8675519725
Sep,2007,595952,EXPORT_4018,3.5425680091
Oct,2007,526451,EXPORT_4019,2.9231965713
Nov,2007,275601,EXPORT_4020,0.6876988782
Dec,2007,494235,EXPORT_4021,2.6360975333
Jan,2008,627247,EXPORT_4022,3.8214593796
Feb,2008,743978,EXPORT_4023,4.8617299844
Mar,2008,614157,EXPORT_4024,3.7048053442
Apr,2008,529511,EXPORT_4025,2.9504663458
May,2008,635156,EXPORT_4026,3.8919419439
Jun,2008,554949,EXPORT_4027,3.1771619421
Jul,2008,586113,EXPORT_4028,3.4548858811
Aug,2008,508695,EXPORT_4029,2.7649605855
Sep,2008,512812,EXPORT_4030,2.8016500174
Oct,2008,481017,EXPORT_4031,2.5183028014
Nov,2008,472626,EXPORT_4032,2.443524802
Dec,2008,385395,EXPORT_4033,1.6661490824
Jan,2009,280053,EXPORT_4034,0.7273737266
Feb,2009,304822,EXPORT_4035,0.9481074016
Mar,2009,388894,EXPORT_4036,1.6973310893
Apr,2009,297216,EXPORT_4037,0.8803250797
May,2009,337329,EXPORT_4038,1.2377997417
Jun,2009,371968,EXPORT_4039,1.546491807
Jul,2009,316870,EXPORT_4040,1.055475455
Aug,2009,344839,EXPORT_4041,1.3047265412
Sep,2009,485695,EXPORT_4042,2.559991692
Oct,2009,270081,EXPORT_4043,0.6385063437
Nov,2009,400413,EXPORT_4044,1.7999848581
Dec,2009,322140,EXPORT_4045,1.1024400667
Jan,2010,336904,EXPORT_4046,1.234012273
Feb,2010,383336,EXPORT_4047,1.6477999105
Mar,2010,506504,EXPORT_4048,2.7454350705
Apr,2010,468340,EXPORT_4049,2.4053292943
May,2010,465784,EXPORT_4050,2.382551012
Jun,2010,386407,EXPORT_4051,1.6751677137
Jul,2010,441410,EXPORT_4052,2.165337455
Aug,2010,551118,EXPORT_4053,3.1430212538
Sep,2010,442530,EXPORT_4054,2.175318549
Oct,2010,311422,EXPORT_4055,1.0069245623
Nov,2010,416706,EXPORT_4056,1.94518304
Dec,2010,510843,EXPORT_4057,2.7841028978
Jan,2011,514846,EXPORT_4058,2.819776397
Feb,2011,503301,EXPORT_4059,2.7168909241
Mar,2011,507998,EXPORT_4060,2.7587491368
Apr,2011,546568,EXPORT_4061,3.1024730596
May,2011,407860,EXPORT_4062,1.8663502212
Jun,2011,691087,EXPORT_4063,4.3903817345
Jul,2011,526637,EXPORT_4064,2.9248541458
Aug,2011,520393,EXPORT_4065,2.8692095471
Sep,2011,564822,EXPORT_4066,3.2651470675
Oct,2011,476541,EXPORT_4067,2.4784140723
Nov,2011,579232,EXPORT_4068,3.3935645352
Dec,2011,640844,EXPORT_4069,3.9426316425
Jan,2012,501582,EXPORT_4070,2.7015717272
Feb,2012,516667,EXPORT_4071,2.8360045863
Mar,2012,745213,EXPORT_4072,4.8727359229
Apr,2012,623059,EXPORT_4073,3.7841372176
May,2012,548259,EXPORT_4074,3.1175427291
Jun,2012,505941,EXPORT_4075,2.7404177884
Jul,2012,687800,EXPORT_4076,4.3610890062
Aug,2012,491794,EXPORT_4077,2.6143440955
Sep,2012,454411,EXPORT_4078,2.28119835
Oct,2012,676629,EXPORT_4079,4.2615365057
Nov,2012,592169,EXPORT_4080,3.5088550819
Dec,2012,655794,EXPORT_4081,4.0758614233
Jan,2013,523621,EXPORT_4082,2.8979764857
Feb,2013,538057,EXPORT_4083,3.0266256573
Mar,2013,585168,EXPORT_4084,3.4464643331
Apr,2013,519988,EXPORT_4085,2.8656003122
May,2013,568133,EXPORT_4086,3.2946536765
Jun,2013,576373,EXPORT_4087,3.3680860105
Jul,2013,494174,EXPORT_4088,2.6355539201
Aug,2013,640940,EXPORT_4089,3.9434871648
Sep,2013,368722,EXPORT_4090,1.5175644579
Oct,2013,608323,EXPORT_4091,3.6528145387
Nov,2013,791471,EXPORT_4092,5.2849729262
Dec,2013,609941,EXPORT_4093,3.6672336548
Jan,2014,702953,EXPORT_4094,4.4961278602
Feb,2014,715105,EXPORT_4095,4.6044227295
Mar,2014,712228,EXPORT_4096,4.5787837945
Apr,2014,571264,EXPORT_4097,3.3225561811
May,2014,685476,EXPORT_4098,4.3403782362
Jun,2014,662140,EXPORT_4099,4.1324150145
Jul,2014,681555,EXPORT_4100,4.3054354957
Aug,2014,480898,EXPORT_4101,2.5172423101
Sep,2014,623200,EXPORT_4102,3.7853937661
Oct,2014,754303,EXPORT_4103,4.9537431943
Nov,2014,663002,EXPORT_4104,4.1400968922
Dec,2014,746054,EXPORT_4105,4.880230655
Jan,2015,551143,EXPORT_4106,3.143244046
Feb,2015,621463,EXPORT_4107,3.7699141588
Mar,2015,535210,EXPORT_4108,3.001254073
Apr,2015,643952,EXPORT_4109,3.9703291782
May,2015,556447,EXPORT_4110,3.1905116552
Jun,2015,596979,EXPORT_4111,3.5517203158
Jul,2015,601441,EXPORT_4112,3.5914842811
Aug,2015,559906,EXPORT_4113,3.2213371945
Sep,2015,497516,EXPORT_4114,2.6653367915
Oct,2015,624705,EXPORT_4115,3.7988058611
Nov,2015,544311,EXPORT_4116,3.082359373
Dec,2015,482306,EXPORT_4117,2.5297899711
Jan,2016,529460,EXPORT_4118,2.9500118496
Feb,2016,583687,EXPORT_4119,3.4332661187
Mar,2016,591550,EXPORT_4120,3.5033387452
Apr,2016,562423,EXPORT_4121,3.2437679208
May,2016,575583,EXPORT_4122,3.3610457746
Jun,2016,537119,EXPORT_4123,3.0182664911
Jul,2016,600907,EXPORT_4124,3.5867254381
Aug,2016,398706,EXPORT_4125,1.7847726016
Sep,2016,613471,EXPORT_4126,3.6986919241
Oct,2016,558347,EXPORT_4127,3.2074438682
Nov,2016,498616,EXPORT_4128,2.6751396517
Dec,2016,562086,EXPORT_4129,3.2407646809
Jan,2017,526429,EXPORT_4130,2.9230005141
Feb,2017,487128,EXPORT_4131,2.5727621452
Mar,2017,523389,EXPORT_4132,2.8959089734
Apr,2017,579485,EXPORT_4133,3.395819193
May,2017,598549,EXPORT_4134,3.5657116707
Jun,2017,659344,EXPORT_4135,4.1074979264
Jul,2017,350719,EXPORT_4136,1.3571272845
Aug,2017,621207,EXPORT_4137,3.7676327659
Sep,2017,707432,EXPORT_4138,4.5360433243
Oct,2017,514343,EXPORT_4139,2.8152938164
Nov,2017,625752,EXPORT_4140,3.8081364016
Dec,2017,591772,EXPORT_4141,3.5053171406
Jan,2018,503038,EXPORT_4142,2.7145471494
Feb,2018,633363,EXPORT_4143,3.8759632819
Mar,2018,529811,EXPORT_4144,2.9531398531
Apr,2018,474046,EXPORT_4145,2.4561794032
May,2018,552535,EXPORT_4146,3.1556491199
Jun,2018,729539,EXPORT_4147,4.7330540778
Jul,2018,272701,EXPORT_4148,0.6618549742
Aug,2018,625981,EXPORT_4149,3.8101771788
Sep,2018,649805,EXPORT_4150,4.0224893057
Oct,2018,667949,EXPORT_4151,4.1841830277
Nov,2018,592840,EXPORT_4152,3.5148348266
Dec,2018,593242,EXPORT_4153,3.5184173264
Jan,2007,27381280,EXPORT_4011,1.7998963694
Feb,2007,26975884,EXPORT_4012,1.7403443846
Mar,2007,26604744,EXPORT_4013,1.6858245482
Apr,2007,29065696,EXPORT_4014,2.0473342226
May,2007,25713424,EXPORT_4015,1.5548911521
Jun,2007,32210104,EXPORT_4016,2.5092424242
Jul,2007,27534996,EXPORT_4017,1.8224769891
Aug,2007,29483172,EXPORT_4018,2.1086607389
Sep,2007,28644536,EXPORT_4019,1.985466533
Oct,2007,26538492,EXPORT_4020,1.6760922418
Nov,2007,30699484,EXPORT_4021,2.2873349086
Dec,2007,28899130,EXPORT_4022,2.0228659598
Jan,2008,27028206,EXPORT_4023,1.7480303977
Feb,2008,27436996,EXPORT_4024,1.8080809553
Mar,2008,28049560,EXPORT_4025,1.8980655678
Apr,2008,27754392,EXPORT_4026,1.8547058893
May,2008,28096132,EXPORT_4027,1.9049069156
Jun,2008,28796232,EXPORT_4028,2.0077504181
Jul,2008,27305900,EXPORT_4029,1.7888231753
Aug,2008,26558648,EXPORT_4030,1.679053124
Sep,2008,28458212,EXPORT_4031,1.9580958535
Oct,2008,25738470,EXPORT_4032,1.558570367
Nov,2008,24984508,EXPORT_4033,1.4478146281
Dec,2008,25258406,EXPORT_4034,1.4880497797
Jan,2009,23338298,EXPORT_4035,1.2059891714
Feb,2009,21063692,EXPORT_4036,0.8718534082
Mar,2009,21089508,EXPORT_4037,0.8756457349
Apr,2009,22136000,EXPORT_4038,1.0293736346
May,2009,23408152,EXPORT_4039,1.2162506055
Jun,2009,26229808,EXPORT_4040,1.6307470857
Jul,2009,28453168,EXPORT_4041,1.9573548984
Aug,2009,32780360,EXPORT_4042,2.5930120633
Sep,2009,29112300,EXPORT_4043,2.0541802712
Oct,2009,23104192,EXPORT_4044,1.1715993971
Nov,2009,31309940,EXPORT_4045,2.3770098595
Dec,2009,30412446,EXPORT_4046,2.2451695133
Jan,2010,33450118,EXPORT_4047,2.6913983775
Feb,2010,33587792,EXPORT_4048,2.7116224546
Mar,2010,30935608,EXPORT_4049,2.3220211237
Apr,2010,34951996,EXPORT_4050,2.9120217082
May,2010,35266188,EXPORT_4051,2.95817598
Jun,2010,34275608,EXPORT_4052,2.8126614583
Jul,2010,37427936,EXPORT_4053,3.2757330944
Aug,2010,36201424,EXPORT_4054,3.095560562
Sep,2010,38461608,EXPORT_4055,3.4275777579
Oct,2010,26031484,EXPORT_4056,1.6016136266
Nov,2010,35700580,EXPORT_4057,3.021987428
Dec,2010,34273504,EXPORT_4058,2.8123523842
Jan,2011,36318552,EXPORT_4059,3.1127664666
Feb,2011,36910488,EXPORT_4060,3.1997208609
Mar,2011,33919340,EXPORT_4061,2.7603262934
Apr,2011,35511560,EXPORT_4062,2.9942207106
May,2011,36545152,EXPORT_4063,3.1460536222
Jun,2011,38606956,EXPORT_4064,3.4489291325
Jul,2011,40291072,EXPORT_4065,3.6963229163
Aug,2011,40096148,EXPORT_4066,3.6676889113
Sep,2011,29886522,EXPORT_4067,2.1679121697
Oct,2011,36763548,EXPORT_4068,3.1781356242
Nov,2011,36487484,EXPORT_4069,3.1375822908
Dec,2011,35326316,EXPORT_4070,2.9670086812
Jan,2012,36559916,EXPORT_4071,3.1482224288
Feb,2012,33245166,EXPORT_4072,2.6612912763
Mar,2012,35737560,EXPORT_4073,3.0274197273
Apr,2012,34405392,EXPORT_4074,2.8317265077
May,2012,34944404,EXPORT_4075,2.9109064562
Jun,2012,37459816,EXPORT_4076,3.2804162123
Jul,2012,35000336,EXPORT_4077,2.9191227722
Aug,2012,34235816,EXPORT_4078,2.806816081
Sep,2012,27236564,EXPORT_4079,1.7786378345
Oct,2012,33042634,EXPORT_4080,2.6315396691
Nov,2012,34348180,EXPORT_4081,2.823322162
Dec,2012,32309228,EXPORT_4082,2.5238035717
Jan,2013,31514930,EXPORT_4083,2.4071225428
Feb,2013,31371352,EXPORT_4084,2.3860311781
Mar,2013,33949224,EXPORT_4085,2.7647162023
Apr,2013,32707642,EXPORT_4086,2.5823299125
May,2013,36042068,EXPORT_4087,3.0721514359
Jun,2013,36976416,EXPORT_4088,3.2094055723
Jul,2013,37340008,EXPORT_4089,3.2628166204
Aug,2013,42603264,EXPORT_4090,4.0359799991
Sep,2013,27880018,EXPORT_4091,1.8731601356
Oct,2013,36453400,EXPORT_4092,3.132575409
Nov,2013,38715768,EXPORT_4093,3.4649134308
Dec,2013,35699284,EXPORT_4094,3.0217970478
Jan,2014,37220688,EXPORT_4095,3.2452887147
Feb,2014,35291288,EXPORT_4096,2.9618631274
Mar,2014,34614408,EXPORT_4097,2.8624306036
Apr,2014,38361608,EXPORT_4098,3.4128879275
May,2014,39569344,EXPORT_4099,3.5903022973
Jun,2014,40827844,EXPORT_4100,3.7751738126
Jul,2014,42039700,EXPORT_4101,3.9531934034
Aug,2014,29971350,EXPORT_4102,2.1803732591
Sep,2014,38160040,EXPORT_4103,3.3832779302
Oct,2014,41033352,EXPORT_4104,3.8053625892
Nov,2014,39688520,EXPORT_4105,3.6078090495
Dec,2014,35402820,EXPORT_4106,2.9782469891
Jan,2015,36161296,EXPORT_4107,3.0896658269
Feb,2015,37137032,EXPORT_4108,3.2329997902
Mar,2015,34540976,EXPORT_4109,2.8516435673
Apr,2015,39186360,EXPORT_4110,3.5340425973
May,2015,39978072,EXPORT_4111,3.6503437472
Jun,2015,41620380,EXPORT_4112,3.8915960067
Jul,2015,43814415,EXPORT_4113,4.2138960266
Aug,2015,34317799,EXPORT_4114,2.8188592446
Sep,2015,44028180,EXPORT_4115,4.2452977425
Oct,2015,43238071,EXPORT_4116,4.1292320706
Nov,2015,40050510,EXPORT_4117,3.6609847665
Dec,2015,38462929,EXPORT_4118,3.4277718105
Jan,2016,35889359,EXPORT_4119,3.0497187429
Feb,2016,39403745,EXPORT_4120,3.5659760851
Mar,2016,44292637,EXPORT_4121,4.2841460272
Apr,2016,45118047,EXPORT_4122,4.4053973561
May,2016,45354228,EXPORT_4123,4.4400919444
Jun,2016,42723342,EXPORT_4124,4.0536192536
Jul,2016,46252910,EXPORT_4125,4.5721068059
Aug,2016,31028971,EXPORT_4126,2.33573599
Sep,2016,46519978,EXPORT_4127,4.6113386421
Oct,2016,46643634,EXPORT_4128,4.6295034987
Nov,2016,40285065,EXPORT_4129,3.6954404982
Dec,2016,44150161,EXPORT_4130,4.2632165445
Jan,2017,45133578,EXPORT_4131,4.4076788337
Feb,2017,46709983,EXPORT_4132,4.6392500543
Mar,2017,42816570,EXPORT_4133,4.0673142887
Apr,2017,47942789,EXPORT_4134,4.8203471646
May,2017,46747948,EXPORT_4135,4.6448270484
Jun,2017,47550437,EXPORT_4136,4.7627113213
Jul,2017,29378733,EXPORT_4137,2.093318827
Aug,2017,44240918,EXPORT_4138,4.2765485939
Sep,2017,43628163,EXPORT_4139,4.1865359237
Oct,2017,44620370,EXPORT_4140,4.332289449
Nov,2017,41394770,EXPORT_4141,3.8584542804
Dec,2017,42418796,EXPORT_4142,4.0088819628
Jan,2018,37365167,EXPORT_4143,3.2665124348
Feb,2018,41984970,EXPORT_4144,3.9451536593
Mar,2018,41189785,EXPORT_4145,3.8283423316
Apr,2018,48161815,EXPORT_4146,4.8525217124
May,2018,44415477,EXPORT_4147,4.3021910149
Jun,2018,44477527,EXPORT_4148,4.3113060546
Jul,2018,25401386,EXPORT_4149,1.5090532991
Aug,2018,44534275,EXPORT_4150,4.3196422396
Sep,2018,44998343,EXPORT_4151,4.3878130416
Oct,2018,45575980,EXPORT_4152,4.4726669371
Nov,2018,47370191,EXPORT_4153,4.7362334896
Dec,2018,44233036,EXPORT_4154,4.2753907414
Jan,2007,51706,EXPORT_4012,2.6121636911
Feb,2007,41222,EXPORT_4013,2.5897451998
Mar,2007,34728,EXPORT_4014,2.5758587364
Apr,2007,43342,EXPORT_4015,2.5942785079
May,2007,63797,EXPORT_4016,2.6380185155
Jun,2007,69690,EXPORT_4017,2.6506198288
Jul,2007,62350,EXPORT_4018,2.6349243189
Aug,2007,56224,EXPORT_4019,2.6218247693
Sep,2007,55710,EXPORT_4020,2.6207256559
Oct,2007,56866,EXPORT_4021,2.6231975918
Nov,2007,96200,EXPORT_4022,2.7073075629
Dec,2007,37577,EXPORT_4023,2.5819509037
Jan,2008,32987,EXPORT_4024,2.5721358641
Feb,2008,42999,EXPORT_4025,2.5935450528
Mar,2008,34384,EXPORT_4026,2.575123143
Apr,2008,29616,EXPORT_4027,2.5649274766
May,2008,116355,EXPORT_4028,2.7504060647
Jun,2008,55289,EXPORT_4029,2.6198254094
Jul,2008,77145,EXPORT_4030,2.6665612493
Aug,2008,220964,EXPORT_4031,2.9740970182
Sep,2008,402509,EXPORT_4032,3.3623042867
Oct,2008,124068,EXPORT_4033,2.7668991802
Nov,2008,54400,EXPORT_4034,2.6179244137
Dec,2008,27210,EXPORT_4035,2.5597825997
Jan,2009,57874,EXPORT_4036,2.6253530515
Feb,2009,15733,EXPORT_4037,2.535240724
Mar,2009,47093,EXPORT_4038,2.6022994694
Apr,2009,16453,EXPORT_4039,2.536780338
May,2009,55271,EXPORT_4040,2.619786919
Jun,2009,54247,EXPORT_4041,2.6175972457
Jul,2009,61482,EXPORT_4042,2.6330682286
Aug,2009,80409,EXPORT_4043,2.673540833
Sep,2009,66722,EXPORT_4044,2.6442731976
Oct,2009,16219,EXPORT_4045,2.5362799635
Nov,2009,111516,EXPORT_4046,2.7400585752
Dec,2009,99450,EXPORT_4047,2.7142572097
Jan,2010,1550623,EXPORT_4048,5.8173771332
Feb,2010,75584,EXPORT_4049,2.6632232805
Mar,2010,51549,EXPORT_4050,2.6118279697
Apr,2010,109785,EXPORT_4051,2.7363570864
May,2010,106229,EXPORT_4052,2.7287531037
Jun,2010,29751,EXPORT_4053,2.5652161543
Jul,2010,20336,EXPORT_4054,2.5450835622
Aug,2010,192141,EXPORT_4055,2.9124632739
Sep,2010,58056,EXPORT_4056,2.6257422317
Oct,2010,37211,EXPORT_4057,2.5811682665
Nov,2010,80753,EXPORT_4058,2.6742764264
Dec,2010,78210,EXPORT_4059,2.6688385951
Jan,2011,118240,EXPORT_4060,2.7544368598
Feb,2011,53433,EXPORT_4061,2.6158566265
Mar,2011,75428,EXPORT_4062,2.6628896975
Apr,2011,329205,EXPORT_4063,3.2055544692
May,2011,142247,EXPORT_4064,2.8057722967
Jun,2011,83591,EXPORT_4065,2.6803450718
Jul,2011,263733,EXPORT_4066,3.0655522313
Aug,2011,27020,EXPORT_4067,2.5593763126
Sep,2011,144399,EXPORT_4068,2.8103740321
Oct,2011,17526,EXPORT_4069,2.5390747906
Nov,2011,30737,EXPORT_4070,2.5673245702
Dec,2011,22522,EXPORT_4071,2.5497580015
Jan,2012,60949,EXPORT_4072,2.6319284865
Feb,2012,60713,EXPORT_4073,2.6314238353
Mar,2012,26505,EXPORT_4074,2.5582750609
Apr,2012,53239,EXPORT_4075,2.6154417861
May,2012,76953,EXPORT_4076,2.6661506856
Jun,2012,56141,EXPORT_4077,2.621647286
Jul,2012,68836,EXPORT_4078,2.6487936755
Aug,2012,59245,EXPORT_4079,2.6282847333
Sep,2012,80325,EXPORT_4080,2.6733612114
Oct,2012,42464,EXPORT_4081,2.5924010341
Nov,2012,124026,EXPORT_4082,2.7668093694
Dec,2012,64590,EXPORT_4083,2.6397142293
Jan,2013,69769,EXPORT_4084,2.6507887587
Feb,2013,98302,EXPORT_4085,2.7118023806
Mar,2013,77999,EXPORT_4086,2.6683874027
Apr,2013,106438,EXPORT_4087,2.7292000194
May,2013,217085,EXPORT_4088,2.9658023475
Jun,2013,246104,EXPORT_4089,3.0278552089
Jul,2013,198784,EXPORT_4090,2.9266683519
Aug,2013,343115,EXPORT_4091,3.2352989574
Sep,2013,122343,EXPORT_4092,2.7632105215
Oct,2013,412274,EXPORT_4093,3.3831853023
Nov,2013,346325,EXPORT_4094,3.2421630701
Dec,2013,267891,EXPORT_4095,3.0744435025
Jan,2014,215472,EXPORT_4096,2.9623531843
Feb,2014,314572,EXPORT_4097,3.174263952
Mar,2014,343600,EXPORT_4098,3.2363360586
Apr,2014,253948,EXPORT_4099,3.0446284487
May,2014,229412,EXPORT_4100,2.9921618231
Jun,2014,284270,EXPORT_4101,3.1094675838
Jul,2014,218686,EXPORT_4102,2.9692258504
Aug,2014,243548,EXPORT_4103,3.022389579
Sep,2014,423556,EXPORT_4104,3.4073101992
Oct,2014,426356,EXPORT_4105,3.4132975872
Nov,2014,366620,EXPORT_4106,3.2855609412
Dec,2014,360119,EXPORT_4107,3.2716595093
Jan,2015,393544,EXPORT_4108,3.3431339534
Feb,2015,334580,EXPORT_4109,3.2170481158
Mar,2015,228524,EXPORT_4110,2.9902629657
Apr,2015,238939,EXPORT_4111,3.0125339107
May,2015,357955,EXPORT_4112,3.2670321137
Jun,2015,320603,EXPORT_4113,3.187160358
Jul,2015,567160,EXPORT_4114,3.7143862222
Aug,2015,303315,EXPORT_4115,3.1501925139
Sep,2015,434928,EXPORT_4116,3.4316275478
Oct,2015,434228,EXPORT_4117,3.4301307008
Nov,2015,485069,EXPORT_4118,3.5388466982
Dec,2015,515157,EXPORT_4119,3.6031854588
Jan,2016,5322516,EXPORT_4120,13.8830152877
Feb,2016,479090,EXPORT_4121,3.5260614865
Mar,2016,448791,EXPORT_4122,3.4612715334
Apr,2016,323749,EXPORT_4123,3.1938876161
May,2016,462212,EXPORT_4124,3.4899703671
Jun,2016,465521,EXPORT_4125,3.4970461766
Jul,2016,436633,EXPORT_4126,3.4352734394
Aug,2016,178600,EXPORT_4127,2.8835078379
Sep,2016,180253,EXPORT_4128,2.8870425352
Oct,2016,138801,EXPORT_4129,2.7984035328
Nov,2016,292913,EXPORT_4130,3.1279493675
Dec,2016,281506,EXPORT_4131,3.1035571766
Jan,2017,190310,EXPORT_4132,2.9085479498
Feb,2017,198107,EXPORT_4133,2.925220687
Mar,2017,420217,EXPORT_4134,3.400170239
Apr,2017,591627,EXPORT_4135,3.7667053014
May,2017,637750,EXPORT_4136,3.86533255
Jun,2017,491220,EXPORT_4137,3.5519997066
Jul,2017,468041,EXPORT_4138,3.5024348258
Aug,2017,355334,EXPORT_4139,3.2614274909
Sep,2017,303893,EXPORT_4140,3.1514284819
Oct,2017,132659,EXPORT_4141,2.7852697696
Nov,2017,203120,EXPORT_4142,2.9359402499
Dec,2017,168245,EXPORT_4143,2.8613651942
Jan,2018,230929,EXPORT_4144,2.9954057043
Feb,2018,90687,EXPORT_4145,2.6955188237
Mar,2018,111791,EXPORT_4146,2.7406466222
Apr,2018,275635,EXPORT_4147,3.091002907
May,2018,284926,EXPORT_4148,3.1108703433
Jun,2018,357586,EXPORT_4149,3.2662430615
