month,year,value,parameter,value_std
Nov,2012,9605,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.2702044338
Dec,2012,9593.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.264485842
Jan,2013,9637.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.2863656715
Feb,2013,9697.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.3162018026
Mar,2013,9663.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.2992946616
Apr,2013,9717.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.3261471796
May,2013,9722.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.3286335239
Jun,2013,9795,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.3646855157
Jul,2013,9925,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.4293304665
Aug,2013,10277.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.6046177369
Sep,2013,10920,USD_ISD_EXCHANGE_RATE_PRICE_PREV,2.9241129746
Oct,2013,11580,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.2523104171
Nov,2013,11272.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.099400245
Dec,2013,11962.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.4425157531
Jan,2014,12170,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.54569904
Feb,2014,12210,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.565589794
Mar,2014,11609,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.2667312138
Apr,2014,11360,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.1429112696
May,2014,11561.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.2431109433
Jun,2014,11675,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.2995509581
Jul,2014,11855,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.3890593515
Aug,2014,11577.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.251067245
Sep,2014,11690,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.3070099908
Oct,2014,12185,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.5531580727
Nov,2014,12085,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.5034311875
Dec,2014,12204,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.5626061809
Jan,2015,12385,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.6526118432
Feb,2015,12667.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.793090294
Mar,2015,12925,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.9211370234
Apr,2015,13075,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.9957273513
May,2015,12962.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.9397846054
Jun,2015,13224,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.0698204103
Jul,2015,13332.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1237740808
Aug,2015,13527.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.220741507
Sep,2015,14050,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.4805644823
Oct,2015,14650,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.7789257937
Nov,2015,13687.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.3003045233
Dec,2015,13835,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.3736516791
Jan,2016,13787.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.3500314086
Feb,2016,13775,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.3438155479
Mar,2016,13372,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1434162004
Apr,2016,13260,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.087722089
May,2016,13185,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.0504269251
Jun,2016,13660,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.2866296299
Jul,2016,13212.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.0641018185
Aug,2016,13098.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.0074131693
Sep,2016,13267.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.0914516054
Oct,2016,13051,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.9837928988
Nov,2016,13048,USD_ISD_EXCHANGE_RATE_PRICE_PREV,3.9823010923
Dec,2016,13552.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.2331732283
Jan,2017,13472.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1933917201
Feb,2017,13352,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1334708234
Mar,2017,13336,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1255145218
Apr,2017,13325.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1202931988
May,2017,13329,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1220336398
Jun,2017,13322.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1188013922
Jul,2017,13327.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1212877365
Aug,2017,13325,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1200445644
Sep,2017,13343,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1289954037
Oct,2017,13471.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1928944512
Nov,2017,13562.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.2381459168
Dec,2017,13526,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.2199956037
Jan,2018,13567.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.2406322611
Feb,2018,13388.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.1516211365
Mar,2018,13745,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.3288974823
Apr,2018,13765,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.3388428594
May,2018,13912.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.4121900151
Jun,2018,13895,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.4034878102
Jul,2018,14330,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.619799761
Aug,2018,14420,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.6645539577
Sep,2018,14730,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.8187073019
Oct,2018,14901.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.9039889101
Nov,2018,15202.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,5.0536668346
Dec,2018,14302.5,USD_ISD_EXCHANGE_RATE_PRICE_PREV,4.6061248675
Jan,2007,9157.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0570381719
Feb,2007,8980,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9680435413
Mar,2007,9073.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.014922403
Apr,2007,9145,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0507709444
May,2007,9115,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0357295984
Jun,2007,9085,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0206882523
Jul,2007,8835,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.8953437022
Aug,2007,9015,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9855917783
Sep,2007,9235,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0958949824
Oct,2007,9392,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.1746113599
Nov,2007,9112.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0344761529
Dec,2007,9090,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0231951433
Jan,2008,9375.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.1663386196
Feb,2008,9387.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.172355158
Mar,2008,9235,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0958949824
Apr,2008,9080,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0181813613
May,2008,9205,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0808536364
Jun,2008,9230,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0933880914
Jul,2008,9310,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.1334983475
Aug,2008,9225,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0908812004
Sep,2008,9090,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0231951433
Oct,2008,9155,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0557847264
Nov,2008,9530,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.2438015516
Dec,2008,10775,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.8680174114
Jan,2009,12150,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.5574124372
Feb,2009,10960,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.9607723785
Mar,2009,11655,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.3092302279
Apr,2009,12015,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.4897263801
May,2009,11560,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.2615992989
Jun,2009,10590,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.7752624443
Jul,2009,10242.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.6010335196
Aug,2009,10225,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.592259401
Sep,2009,9905,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.4318183768
Oct,2009,10105,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.532094017
Nov,2009,9610,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.2839118077
Dec,2009,9670,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.3139944997
Jan,2010,9480,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.2187326416
Feb,2010,9396,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.1766168727
Mar,2010,9360,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.1585672575
Apr,2010,9305,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.1309914565
May,2010,9085.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0209389414
Jun,2010,9030,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9931124513
Jul,2010,9205,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0808536364
Aug,2010,9080,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0181813613
Sep,2010,8945,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9504953043
Oct,2010,9040,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9981262333
Nov,2010,8920.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9382115383
Dec,2010,8930,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9429746313
Jan,2011,9040,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9981262333
Feb,2011,8985,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9705504323
Mar,2011,9033.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.994867275
Apr,2011,8807.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.8815558017
May,2011,8699,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.8271562669
Jun,2011,8543.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.7491919567
Jul,2011,8538.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.7466850657
Aug,2011,8578,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.7664895046
Sep,2011,8493,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.7238723576
Oct,2011,8540,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.747437133
Nov,2011,8802.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.8790489107
Dec,2011,8865,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9103850482
Jan,2012,9077.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0169279158
Feb,2012,9110,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0332227074
Mar,2012,9015,USD_ISD_EXCHANGE_RATE_OPEN_PREV,1.9855917783
Apr,2012,9055,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0056469063
May,2012,9152.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0545312809
Jun,2012,9200,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.0783467454
Jul,2012,9347.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.15230003
Aug,2012,9380,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.1685948215
Sep,2012,9465,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.2112119686
Oct,2012,9560,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.2588428976
Nov,2012,9590,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.2738842437
Dec,2012,9625.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.2916831698
Jan,2013,9595.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.2766418238
Feb,2013,9657.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.3077272722
Mar,2013,9693.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.3257768874
Apr,2013,9670.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.3142451888
May,2013,9717.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.3378099642
Jun,2013,9725,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.3415703007
Jul,2013,9810,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.3841874478
Aug,2013,9932.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.4456062774
Sep,2013,10285,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.6223420931
Oct,2013,10930,USD_ISD_EXCHANGE_RATE_OPEN_PREV,2.9457310325
Nov,2013,11607.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.2854147634
Dec,2013,11297.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.1299875212
Jan,2014,11955,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.4596436881
Feb,2014,12190,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.5774675652
Mar,2014,12220,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.5925089113
Apr,2014,11610,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.2866682089
May,2014,11273.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.1179544444
Jun,2014,11540,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.2515717348
Jul,2014,11710,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.336806029
Aug,2014,11827.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.3957179675
Sep,2014,11585,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.2741337539
Oct,2014,11700,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.3317922469
Nov,2014,12170,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.5674400012
Dec,2014,12105,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.5348504182
Jan,2015,12225,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.5950158023
Feb,2015,12402.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.6840104329
Mar,2015,12685,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.8256497745
Apr,2015,12955,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.9610218887
May,2015,13057.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.0124131543
Jun,2015,12971,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.9690439399
Jul,2015,13202.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.0851129934
Aug,2015,13342.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1553059414
Sep,2015,13495,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.231766117
Oct,2015,14050,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.5100310184
Nov,2015,14632.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.8020838202
Dec,2015,13655,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.3119866291
Jan,2016,13827.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.3984743687
Feb,2016,13805,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.3871933592
Mar,2016,13755,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.3621244492
Apr,2016,13330,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1490387139
May,2016,13175,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.0713250928
Jun,2016,13175,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.0713250928
Jul,2016,13652.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.3107331836
Aug,2016,13156.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.0620495961
Sep,2016,13082.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.0249476093
Oct,2016,13264,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1159477527
Nov,2016,13021,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.99411285
Dec,2016,13027.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,3.9973718083
Jan,2017,13572.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.2706229276
Feb,2017,13465,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.216724771
Mar,2017,13345,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1565593869
Apr,2017,13357.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1628266145
May,2017,13317,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1425207973
Jun,2017,13326.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1472838902
Jul,2017,13302.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1352508134
Aug,2017,13301,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1344987461
Sep,2017,13316,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1420194191
Oct,2017,13341.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.1548045632
Nov,2017,13477.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.2229919985
Dec,2017,13582,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.2753860205
Jan,2018,13532.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.2505677996
Feb,2018,13536.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.2525733124
Mar,2018,13390,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.179121406
Apr,2018,13785,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.3771657952
May,2018,13742.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.3558572217
Jun,2018,13920,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.4448518523
Jul,2018,13855,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.4122622693
Aug,2018,14255,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.6128135495
Sep,2018,14430,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.7005547346
Oct,2018,14736.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.8542271531
Nov,2018,14882.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,4.9274283704
Dec,2018,15182.5,USD_ISD_EXCHANGE_RATE_OPEN_PREV,5.0778418306
Jan,2007,9195.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.995812255
Feb,2007,9181,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9886795628
Mar,2007,9198.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9972879844
Apr,2007,9265,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0299999862
May,2007,9131,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9640840727
Jun,2007,9102,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9498186885
Jul,2007,9150,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.973430359
Aug,2007,9259,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0270485274
Sep,2007,9487,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1392039624
Oct,2007,9452,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1219871193
Nov,2007,9197.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9967960746
Dec,2007,9427,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1096893742
Jan,2008,9453.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.122724984
Feb,2008,9501.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1463366545
Mar,2008,9290,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0422977313
Apr,2008,9345,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0693527704
May,2008,9250,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0226213392
Jun,2008,9385,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0890291625
Jul,2008,9360,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0767314175
Aug,2008,9235,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0152426922
Sep,2008,9225,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0103235941
Oct,2008,9475,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1333010447
Nov,2008,11950,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.3507778056
Dec,2008,12675,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.7074124124
Jan,2009,12350,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.5475417266
Feb,2009,11385,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.0728487673
Mar,2009,12030,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.3901305898
Apr,2009,12170,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.4589979622
May,2009,11615,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.1859880218
Jun,2009,10665,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.7186737096
Jul,2009,10477.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.6264406216
Aug,2009,10260,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.5194502396
Sep,2009,10105,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.4432042202
Oct,2009,10175,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.4776379064
Nov,2009,9710,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.2488998483
Dec,2009,9670,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.2292234562
Jan,2010,9520,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1554369859
Feb,2010,9455,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1234628487
Mar,2010,9497,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1441230604
Apr,2010,9375,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0841100645
May,2010,9144.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9707248551
Jun,2010,9385,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0890291625
Jul,2010,9300,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0472168293
Aug,2010,9104,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9508025081
Sep,2010,9050,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9242393787
Oct,2010,9041,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9198121905
Nov,2010,8952.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.876278173
Dec,2010,9043,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9207960101
Jan,2011,9055,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9266989277
Feb,2011,9093,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9453915002
Mar,2011,9045.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9220257846
Apr,2011,8827.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.8147894477
May,2011,8702,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.7530547675
Jun,2011,8608.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.707061201
Jul,2011,8629.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.7173913068
Aug,2011,8580,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.6930417716
Sep,2011,8590,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.6979608696
Oct,2011,9110,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9537539669
Nov,2011,8972.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.886116369
Dec,2011,9220,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0078640451
Jan,2012,9187.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9918769766
Feb,2012,9211,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.0034368569
Mar,2012,9180,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.988187653
Apr,2012,9197,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.9965501197
May,2012,9200.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,1.998271804
Jun,2012,9585,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.187411123
Jul,2012,9492.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1419094663
Aug,2012,9505,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.1480583388
Sep,2012,9585,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.187411123
Oct,2012,9595,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.192330221
Nov,2012,9635,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.2120066131
Dec,2012,9645.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.2171716661
Jan,2013,9707.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.2476700738
Feb,2013,9777.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.28210376
Mar,2013,9773.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.2801361208
Apr,2013,9749.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.2683302855
May,2013,9759.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.2732493835
Jun,2013,9816,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.3010422874
Jul,2013,9960,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.3718772989
Aug,2013,10287.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.5329777592
Sep,2013,10960,USD_ISD_EXCHANGE_RATE_HIGH_PREV,2.8637871013
Oct,2013,11670,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.213043061
Nov,2013,11607.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.1822986983
Dec,2013,12007.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.3790626193
Jan,2014,12288,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.5170433188
Feb,2014,12275,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.5106484914
Mar,2014,12255,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.5008102954
Apr,2014,11670,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.213043061
May,2014,11658.5,USD_ISD_EXCHANGE_RATE_HIGH_PREV,3.2073860982
